little, 0.17559263
income, 0.087796316
applauded, 0.087796316
some, 0.087796316
private, 0.17559263
waiting, 0.17559263
landlord, 0.17559263
for, 0.6145742
worthy, 0.087796316
instrument, 0.087796316
explained, 0.17559263
precaution, 0.087796316
prevent, 0.17559263
society, 0.087796316
perhaps, 0.087796316
happiness, 0.087796316
exposed, 0.087796316
end, 0.35118526
company, 0.087796316
pasture, 0.087796316
sir, 0.43898156
colonel, 0.17559263
quitting, 0.087796316
attended, 0.087796316
over, 0.087796316
offending, 0.087796316
sold, 0.087796316
living, 0.17559263
six, 0.35118526
females, 0.087796316
rich, 0.087796316
concerns, 0.087796316
message, 0.087796316
room, 0.087796316
contempt, 0.087796316
lady, 0.087796316
visited, 0.087796316
peculiar, 0.17559263
suitable, 0.17559263
gate, 0.087796316
family, 0.087796316
he, 1.141352
debating, 0.087796316
age, 0.26338893
very, 0.087796316
education, 0.17559263
called, 0.087796316
considered, 0.17559263
hope, 0.087796316
entire, 0.087796316
tried, 0.087796316
striking, 0.087796316
convinced, 0.17559263
four, 0.087796316
husbands, 0.087796316
judge, 0.087796316
if, 0.35118526
kindness, 0.087796316
went, 0.087796316
large, 0.087796316
in, 1.141352
pressed, 0.087796316
satisfied, 0.087796316
nay, 0.26338893
nothing, 0.26338893
sense, 0.087796316
is, 0.7901668
it, 1.2291484
procuring, 0.26338893
inquietude, 0.087796316
talked, 0.087796316
ever, 0.087796316
bringing, 0.087796316
even, 0.087796316
reached, 0.087796316
spot, 0.087796316
gave, 0.087796316
affronting, 0.087796316
continuing, 0.087796316
blessing, 0.17559263
become, 0.087796316
brought, 0.087796316
turned, 0.17559263
uncommonly, 0.087796316
widen, 0.087796316
unpleasant, 0.17559263
against, 0.087796316
weddings, 0.087796316
eagerness, 0.17559263
matter, 0.17559263
summer, 0.087796316
literature, 0.17559263
known, 0.087796316
too, 0.087796316
share, 0.087796316
man, 0.43898156
together, 0.087796316
twenty, 0.087796316
additions, 0.17559263
may, 0.35118526
inhabiting, 0.087796316
could, 0.087796316
knew, 0.26338893
change, 0.087796316
esteems, 0.087796316
spirit, 0.087796316
lain, 0.087796316
wishing, 0.17559263
noisy, 0.087796316
favourite, 0.087796316
off, 0.17559263
picture, 0.087796316
likewise, 0.087796316
tended, 0.087796316
removed, 0.087796316
discovery, 0.087796316
future, 0.087796316
able, 0.087796316
evening, 0.087796316
married, 0.17559263
use, 0.35118526
stimulated, 0.087796316
feel, 0.087796316
manner, 0.087796316
body, 0.087796316
smile, 0.087796316
that, 0.087796316
high, 0.17559263
son, 0.35118526
whether, 0.087796316
sufficient, 0.26338893
than, 0.087796316
me, 0.43898156
residence, 0.087796316
entrance, 0.087796316
all, 0.17559263
new, 0.087796316
repulsive, 0.087796316
comparison, 0.26338893
read, 0.17559263
timed, 0.17559263
downs, 0.17559263
mr, 0.52677786
difficult, 0.087796316
less, 0.087796316
my, 0.43898156
heart, 0.087796316
friends, 0.087796316
compass, 0.087796316
principles, 0.087796316
ladyship, 0.087796316
evil, 0.087796316
laughter, 0.087796316
since, 0.087796316
tolerably, 0.17559263
no, 1.2291484
favourable, 0.17559263
handsome, 0.087796316
chicken, 0.087796316
raptures, 0.087796316
cause, 0.17559263
sentiments, 0.087796316
around, 0.087796316
favour, 0.087796316
boy, 0.17559263
total, 0.087796316
vulgar, 0.087796316
and, 0.35118526
of, 0.96575946
attending, 0.087796316
men, 0.087796316
oh, 0.43898156
met, 0.26338893
make, 0.087796316
heard, 0.087796316
on, 0.96575946
direction, 0.087796316
certainly, 0.087796316
pretty, 0.087796316
or, 0.43898156
determine, 0.087796316
disposing, 0.26338893
pretended, 0.087796316
doubtful, 0.26338893
any, 0.43898156
wicket, 0.17559263
conduct, 0.17559263
evident, 0.087796316
opinions, 0.17559263
remainder, 0.087796316
formerly, 0.087796316
dull, 0.087796316
walk, 0.087796316
coming, 0.087796316
thought, 0.087796316
farther, 0.17559263
county, 0.087796316
dwelling, 0.087796316
led, 0.26338893
decay, 0.087796316
shewing, 0.087796316
dejection, 0.087796316
horrible, 0.17559263
ignorant, 0.087796316
contrasted, 0.17559263
they, 0.17559263
dissuade, 0.087796316
drift, 0.17559263
goodness, 0.17559263
moderate, 0.087796316
extremity, 0.087796316
old, 0.17559263
pleasure, 0.087796316
myself, 0.087796316
engrossed, 0.087796316
piqued, 0.087796316
want, 0.087796316
allowance, 0.26338893
something, 0.17559263
dissimilar, 0.35118526
insensible, 0.087796316
rendered, 0.087796316
cordially, 0.26338893
oppose, 0.087796316
devonshire, 0.087796316
thirty, 0.087796316
wandered, 0.087796316
perfectly, 0.17559263
examine, 0.17559263
frequently, 0.087796316
another, 0.087796316
recommend, 0.087796316
two, 0.26338893
seen, 0.087796316
extended, 0.087796316
are, 0.43898156
so, 0.96575946
expression, 0.087796316
necessary, 0.087796316
one, 0.17559263
many, 0.087796316
forfeited, 0.087796316
call, 0.087796316
such, 0.17559263
hill, 0.087796316
appear, 0.087796316
extensive, 0.087796316
admitting, 0.087796316
mistress, 0.087796316
increasing, 0.17559263
ask, 0.26338893
household, 0.26338893
quit, 0.087796316
to, 0.8779631
feelings, 0.087796316
supported, 0.17559263
but, 0.35118526
principle, 0.087796316
friendship, 0.087796316
excellence, 0.087796316
remarkably, 0.087796316
reasonable, 0.087796316
suffering, 0.087796316
rapid, 0.087796316
tedious, 0.087796316
maids, 0.087796316
had, 0.17559263
occasional, 0.087796316
sincerity, 0.17559263
manor, 0.17559263
domestic, 0.087796316
sussex, 0.087796316
mother, 0.087796316
instantly, 0.17559263
ham, 0.17559263
preserved, 0.087796316
things, 0.087796316
yourself, 0.087796316
up, 0.26338893
wishes, 0.087796316
five, 0.087796316
travelling, 0.17559263
smiling, 0.087796316
last, 0.087796316
might, 0.087796316
incommode, 0.17559263
reasonably, 0.087796316
girl, 0.087796316
suppose, 0.087796316
whatever, 0.087796316
improving, 0.087796316
servants, 0.087796316
especially, 0.087796316
winding, 0.087796316
parties, 0.087796316
cousins, 0.087796316
allow, 0.087796316
next, 0.087796316
blind, 0.087796316
father, 0.087796316
assistance, 0.17559263
settling, 0.17559263
dried, 0.087796316
we, 0.43898156
shot, 0.087796316
nor, 0.26338893
not, 0.087796316
unreserved, 0.087796316
common, 0.087796316
now, 0.35118526
themselves, 0.087796316
prudent, 0.087796316
shyness, 0.17559263
overcame, 0.087796316
disposed, 0.087796316
distrusts, 0.087796316
replying, 0.087796316
gay, 0.26338893
rapturous, 0.17559263
thoughts, 0.087796316
green, 0.17559263
resolving, 0.17559263
again, 0.17559263
suspicion, 0.17559263
was, 0.26338893
yet, 0.43898156
certainty, 0.087796316
indeed, 0.087796316
humoured, 0.087796316
way, 0.26338893
discourse, 0.087796316
genius, 0.17559263
what, 0.087796316
gravity, 0.087796316
removal, 0.17559263
paid, 0.087796316
short, 0.087796316
attempted, 0.087796316
gentleman, 0.26338893
forming, 0.087796316
delicate, 0.087796316
held, 0.087796316
happy, 0.35118526
whole, 0.087796316
collected, 0.087796316
ye, 0.6145742
beyond, 0.087796316
put, 0.17559263
required, 0.087796316
her, 0.52677786
far, 0.52677786
arranging, 0.087796316
fat, 0.35118526
weather, 0.26338893
savings, 0.087796316
dependent, 0.087796316
give, 0.26338893
still, 0.17559263
having, 0.087796316
warmth, 0.087796316
lose, 0.087796316
doors, 0.087796316
propriety, 0.087796316
fail, 0.087796316
books, 0.17559263
ladies, 0.17559263
style, 0.087796316
juvenile, 0.087796316
breakfast, 0.087796316
surrounded, 0.26338893
unpleasing, 0.087796316
direct, 0.26338893
our, 0.087796316
sportsman, 0.17559263
out, 0.35118526
unknown, 0.087796316
estimable, 0.087796316
moreover, 0.087796316
get, 0.17559263
assure, 0.087796316
eat, 0.26338893
hopes, 0.087796316
power, 0.087796316
motionless, 0.26338893
sensible, 0.17559263
objection, 0.087796316
deficient, 0.087796316
meant, 0.17559263
prevailed, 0.17559263
loud, 0.087796316
sympathize, 0.17559263
means, 0.087796316
desire, 0.087796316
inhabit, 0.087796316
more, 0.17559263
continued, 0.17559263
sweetness, 0.17559263
consulted, 0.26338893
bore, 0.087796316
hunted, 0.087796316
wrong, 0.087796316
expect, 0.087796316
northward, 0.087796316
cease, 0.087796316
songs, 0.17559263
pleased, 0.17559263
cannot, 0.087796316
behaviour, 0.087796316
stuff, 0.087796316
small, 0.17559263
voice, 0.087796316
commanded, 0.17559263
widow, 0.087796316
before, 0.087796316
garret, 0.087796316
own, 0.7023705
tell, 0.17559263
existence, 0.26338893
simple, 0.087796316
husband, 0.087796316
him, 0.35118526
graceful, 0.17559263
daughters, 0.17559263
his, 0.43898156
denote, 0.087796316
chamber, 0.087796316
only, 0.087796316
few, 0.17559263
consider, 0.087796316
depart, 0.087796316
parlors, 0.087796316
day, 0.35118526
keeps, 0.087796316
otherwise, 0.087796316
marked, 0.087796316
curiosity, 0.26338893
like, 0.26338893
kind, 0.087796316
minutes, 0.087796316
minuter, 0.087796316
particular, 0.087796316
towards, 0.087796316
lovers, 0.087796316
most, 0.087796316
perceived, 0.17559263
person, 0.087796316
effect, 0.087796316
hung, 0.087796316
affection, 0.087796316
hills, 0.087796316
departure, 0.35118526
daughter, 0.17559263
branched, 0.17559263
seems, 0.17559263
perceive, 0.087796316
who, 0.35118526
repair, 0.087796316
sportsmen, 0.087796316
week, 0.087796316
moonlight, 0.087796316
relied, 0.087796316
advice, 0.087796316
part, 0.087796316
winter, 0.087796316
why, 0.26338893
remark, 0.087796316
elsewhere, 0.17559263
point, 0.087796316
can, 0.087796316
september, 0.087796316
along, 0.17559263
attachment, 0.17559263
joy, 0.35118526
ready, 0.087796316
hearts, 0.17559263
compliment, 0.17559263
terminated, 0.087796316
feebly, 0.087796316
limited, 0.087796316
saw, 0.35118526
say, 0.35118526
exeter, 0.087796316
shameless, 0.087796316
played, 0.087796316
really, 0.087796316
contained, 0.087796316
matters, 0.087796316
round, 0.17559263
resembled, 0.087796316
insisted, 0.087796316
front, 0.087796316
denied, 0.087796316
account, 0.087796316
